"Date","Post ID","Network","Post Type","Content Type","Profile","Sent by","Link","Post","Linked Content","Impressions","Organic Impressions","Paid Impressions","Reach","Organic Reach","Paid Reach","Potential Reach","Engagement Rate (per Impression)","Engagements","Reactions","Likes","Dislikes","Love Reactions","Haha Reactions","Wow Reactions","Sad Reactions","Angry Reactions","Comments","Shares","Saves","Post Link Clicks","Other Post Clicks","Post Clicks (All)","Other Engagements","Negative Feedback","Subscribers Gained from Video","Annotation Clicks","Card Clicks","Video Views","Organic Video Views","Paid Video Views","Partial Video Views","Organic Partial Video Views","Paid Partial Video Views","Full Video Views","Organic Full Video Views","Paid Full Video Views","Full Video View Rate","Follow Video Views","For You Video Views","Hashtag Video Views","Business Account Video Views","Sound Video Views","Unspecified Video Views","Estimated Minutes Watched","Story Taps Back","Story Taps Forward","Story Exits","Story Replies","Video Added to Playlists","Subscribers Lost from Video","Video Removed from Playlists","Average Video Time Watched (Seconds)","Tags"
"7/7/2022 2:17 pm","107611871369003_419682653503555","Facebook","Post","Video","Discovering Data"," ","https://www.facebook.com/434869981984822/posts/419682653503555","Women have been populating executive roles for AI ethics. Kay Firth-Butterfield talks about the state of women in the AI space. https://youtu.be/pboGGYsNeKA

#womeninai #aiethics #discoveringdata","https://www.facebook.com/434869981984822/videos/723888972166628","7","7","0","7","7","0","","42.86%","3","1","1","","0","0","0","0","0","0","0","","","2","2","","0","","","","2","2","0","1","1","0","1","1","0","","","","","","","","","","","","","","","","5.22",""
"7/6/2022 9:00 pm","107611871369003_419671583504662","Facebook","Post","Video","Discovering Data"," ","https://www.facebook.com/434869981984822/posts/419671583504662","Having different options when faced with a problem helps us move away from being reactive. Aikido black-belt Andrew Sunter explains how you can train yourself to make better choices in times of conflict 👉 https://youtu.be/SnFSnXux2Ew

#choices #leadershiptraining #discoveringdata","https://www.facebook.com/434869981984822/videos/2154742874707236","5","5","0","5","5","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","2","2","0","1","1","0","1","1","0","","","","","","","","","","","","","","","","104.96",""
"6/28/2022 9:00 pm","pboGGYsNeKA","YouTube","Post","Video","Data Foundations"," ","https://www.youtube.com/watch?v=pboGGYsNeKA","Trailblazer is a series of short interviews designed to inspire you to lead the data conversation. This is a partnership between Discovering Data and Women in AI. Today we learn from Kay Firth-Butterfield, Head of Artificial Intelligence and a member of the Executive Committee at the World Economic Forum.

Follow Kay on LinkedIn: https://www.linkedin.com/in/kay-firth-butterfield/

Read/listen: https://www.discoveringdata.com/podcast/037-meet-kay-firth-butterfield",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","2","","","","","","","","","","","","","","","","0","","","","","0","0","0","",""
"6/7/2022 2:24 pm","SnFSnXux2Ew","YouTube","Post","Video","Data Foundations"," ","https://www.youtube.com/watch?v=SnFSnXux2Ew","The difference between a good leader and a great leader is how they react to conflict in the workplace. We tend to push back against the person we're disagreeing with. One way to resolve this is to go WITH and not AGAINST the conflict. That is the essence of Aikido. Helping us train to recognize conflict so that we can stop reacting and start leading is my Aikido sensei, Andrew Sunter.

Follow Andrew on LinkedIn: https://www.linkedin.com/in/andrew-sunter-85619110/

Sign-up for Andrew’s Aikido classes: http://aikidoinsydney.com/

Read/listen: https://www.discoveringdata.com/podcast/036-leadership-lessons-from-aikido",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","2","","","","","","","","","","","","","","","","0","","","","","0","0","0","",""
"5/19/2022 9:34 am","1aioQNaOQLs","YouTube","Post","Video","Data Foundations"," ","https://www.youtube.com/watch?v=1aioQNaOQLs","Conventional knowledge management isn’t enough to help our teams thrive in a volatile, uncertain, complex, and ambiguous (VUCA) environment. We need to improve through curiosity, playfulness, and creative learning. Helping us learn how is artist and subject matter expert in knowledge management and culture change: Stephanie Barnes.

Follow Stephanie on LinkedIn: [https://www.linkedin.com/in/stephanieabarnes/](https://www.linkedin.com/in/stephanieabarnes/)

Read/listen to E034: [https://discoveringdata.com](https://discoveringdata.com)",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","2","","","","","","","","","","","","","","","","0","","","","","0","0","0","",""
"5/19/2022 9:32 am","wtXVOOy8VYg","YouTube","Post","Video","Data Foundations"," ","https://www.youtube.com/watch?v=wtXVOOy8VYg","Conventional knowledge management isn’t enough to help our teams thrive in a volatile, uncertain, complex, and ambiguous (VUCA) environment. We need to improve through curiosity, playfulness, and creative learning. Helping us learn how is artist and subject matter expert in knowledge management and culture change: Stephanie Barnes.

Follow Stephanie on LinkedIn: https://www.linkedin.com/in/stephanieabarnes/

Read/listen to E034: https://discoveringdata.com",,"","","","","","","","","1","1","1","0","","","","","","0","0","","","0","","","","0","0","0","2","","","","","","","","","","","","","","","","0","","","","","0","0","0","",""
"5/5/2022 4:04 pm","R4ES50OZ2EA","YouTube","Post","Video","Data Foundations"," ","https://www.youtube.com/watch?v=R4ES50OZ2EA","In digital marketing we get so fixated with conversion rates and exponential growth curves that we often don’t have time to worry about data privacy and data ethics. What are the long term business impacts of unethical use of personal data? Join me as I learn about the future of digital marketing from my guest Stéphane Hamel.

Follow Stéphane on LinkedIn: https://www.linkedin.com/in/shamel/

Read/listen: https://www.discoveringdata.com/",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","2","","","","","","","","","","","","","","","","1","","","","","0","0","0","",""
"10/29/2022 7:48 pm","107611871369003_513936900744796","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/513936900744796","19 - What's missing in your data warehouse #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #datastrategy #podcast","https://www.facebook.com/434869981984822/videos/496941299127858","6","6","0","6","6","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","0","0","0","1","1","0","","","","","","","","","","","","","","","","7.61","E046 Chad Sanderson"
"10/28/2022 7:33 pm","107611871369003_513044410834045","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/513044410834045","17 - What's missing in your data warehouse #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #datastrategy #podcast","https://www.facebook.com/434869981984822/videos/363216835971503","5","5","0","5","5","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","4.98","E046 Chad Sanderson"
"10/28/2022 6:55 pm","107611871369003_513020957503057","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/513020957503057","18 - What's missing in your data warehouse #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #datastrategy #podcast","https://www.facebook.com/434869981984822/videos/1211507143046362","5","5","0","5","5","0","","20%","1","0","0","","0","0","0","0","0","0","0","","","1","1","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","2.01","E046 Chad Sanderson"
"10/27/2022 5:24 pm","107611871369003_511991544272665","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/511991544272665","15 - What's missing in your data warehouse #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #datastrategy #podcast","https://www.facebook.com/434869981984822/videos/683164146285665","6","6","0","6","6","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","2.52","E046 Chad Sanderson"
"10/24/2022 7:05 am","RnF5mGEbdrU","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=RnF5mGEbdrU","09 - What's missing in your data warehouse #shorts #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #datastrategy #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","0","","","","","0","0","0","","E046 Chad Sanderson"
"10/24/2022 12:41 am","T6f-ojkQojw","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=T6f-ojkQojw","10 - What's missing in your data warehouse #shorts #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #datastrategy #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","0","","","","","0","0","0","","E046 Chad Sanderson"
"10/23/2022 7:44 pm","107611871369003_508509847954168","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/508509847954168","THIS IS HOW WE BUILD
DATA WAREHOUSES #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #datastrategy #podcast","https://www.facebook.com/434869981984822/videos/1178274843046221","6","6","0","6","6","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","0","0","0","1","1","0","","","","","","","","","","","","","","","","9.46","E046 Chad Sanderson"
"10/22/2022 11:12 am","6989377854912311296","LinkedIn","Post","Video","Discovering Data","Loris Marini","https://linkedin.com/feed/update/urn:li:ugcPost:6989377854912311296","BUILD YOUR DATA AS YOU WOULD BUILD A HOUSE #discoveringdata E046 with Chad Sanderson 🎧 Listen https://bit.ly/3eeykaZ #datawarehouse #datastrategy #podcast",,"9","9","","","","","","0%","0","0","0","","","","","","","0","0","","0","","0","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","E046 Chad Sanderson"
"10/19/2022 12:47 am","Oxw3dMvdo0I","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=Oxw3dMvdo0I","This is what kills data science projects #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","1","","","","","0","0","0","","E045 - Ashleigh Faith"
"10/15/2022 10:32 pm","1581246566882738177","Twitter","Tweet","Video","'@LorisMarini","Loris Marini","https://twitter.com/LorisMarini/status/1581246566882738177","Let me repeat that back to you #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://t.co/vMyDPtR1Fq #datatherapy #datatranslators #business #data #podcast https://t.co/5SyacXvA4S","https://bit.ly/3SQOWnZ, https://twitter.com/LorisMarini/status/1581246566882738177/video/1","10","10","","","","","152","10%","1","0","0","","","","","","","0","0","","0","1","1","0","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","E045 - Ashleigh Faith"
"10/15/2022 7:07 am","dst-o1y3Uqs","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=dst-o1y3Uqs","Let me repeat that back to you #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","0","","","","","0","0","0","","E045 - Ashleigh Faith"
"10/15/2022 1:10 am","R4GavWydDQQ","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=R4GavWydDQQ","Did I understand correctly? #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","0","","","","","0","0","0","","E045 - Ashleigh Faith"
"10/14/2022 11:02 pm","1580891729066340354","Twitter","Tweet","Video","'@LorisMarini","Loris Marini","https://twitter.com/LorisMarini/status/1580891729066340354","Two strategies for data therapists #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://t.co/vMyDPtR1Fq #datatherapy #datatranslators #business #data #podcast https://t.co/vhRljhoR1a","https://bit.ly/3SQOWnZ, https://twitter.com/LorisMarini/status/1580891729066340354/video/1","7","7","","","","","151","0%","0","0","0","","","","","","","0","0","","0","0","0","0","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","E045 - Ashleigh Faith"
"10/13/2022 8:59 pm","107611871369003_499938712144615","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/499938712144615","Create a speakup culture #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast","https://www.facebook.com/434869981984822/videos/823558602304243","5","5","0","5","5","0","","80%","4","1","1","","0","0","0","0","0","0","0","","","3","3","","0","","","","1","1","0","0","0","0","1","1","0","","","","","","","","","","","","","","","","14.82","E045 - Ashleigh Faith"
"10/13/2022 8:10 pm","VKOMruWHceA","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=VKOMruWHceA","Create a speakup culture #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","1","","","","","0","0","0","","E045 - Ashleigh Faith"
"10/12/2022 8:21 pm","107611871369003_498989972239489","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/498989972239489","A data therapist helps you speak business #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast","https://www.facebook.com/434869981984822/videos/493164299394627","5","5","0","5","5","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","1.96","E045 - Ashleigh Faith"
"10/12/2022 7:09 pm","28F0c9q3OJE","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=28F0c9q3OJE","Data therapy in action #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","1","","","","","0","0","0","","E045 - Ashleigh Faith"
"10/12/2022 4:59 pm","107611871369003_498879668917186","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/498879668917186","Data therapy in action #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast","https://www.facebook.com/434869981984822/videos/797106298010089","5","5","0","5","5","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","5.48","E045 - Ashleigh Faith"
"10/12/2022 12:43 pm","44cksgZemME","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=44cksgZemME","A data therapist helps you speak business #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","0","","","","","0","0","0","","E045 - Ashleigh Faith"
"10/11/2022 7:25 pm","4sg50nBWE2M","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=4sg50nBWE2M","When you need data therapy #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","1","","","","","0","0","0","","E045 - Ashleigh Faith"
"10/11/2022 6:16 pm","6985498359541219329","LinkedIn","Post","Video","Discovering Data","Loris Marini","https://linkedin.com/feed/update/urn:li:ugcPost:6985498359541219329","Data therapy vs data brainstorming #discoveringdata E045 with Ashleigh Faith 🎧 Listen https://bit.ly/3SQOWnZ #datatherapy #datatranslators #business #data #podcast",,"17","17","","","","","","0%","0","0","0","","","","","","","0","0","","0","","0","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","E045 - Ashleigh Faith"
"10/10/2022 7:10 am","nsllhOS_61I","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=nsllhOS_61I","A MARKETPLACE AND SUPPLY CHAIN FOR DATA PRODUCTS

This is E044 ""Data products in a knowledge-first world"" with @TimGasper @juansequeda hosts of @HonestNoBSData

Full episode👇
bit.ly/3M63ZHQ",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","0","","","","","0","0","0","","E044"
"10/8/2022 12:51 am","2tInSt9NKCk","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=2tInSt9NKCk","The marketplace and the supply chain for data products #discoveringdata E044 with @TimGasper @juansequeda 🎧 bit.ly/3M63ZHQ #knolwedge #data #business",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","0","","","","","0","0","0","","E044"
"10/6/2022 9:03 pm","107611871369003_493576612780825","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/493576612780825","EVERY PIECE OF DATA THAT GETS USED IS A PRODUCT

This is E044 ""Data products in a knowledge-first world"" with @TimGasper @juansequeda hosts of @HonestNoBSData

Full episode👇
bit.ly/3M63ZHQ","https://www.facebook.com/434869981984822/videos/421650990049612","4","4","0","4","4","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","0","0","0","1","1","0","","","","","","","","","","","","","","","","18.25","E044"
"10/5/2022 8:41 pm","107611871369003_492617666210053","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/492617666210053","Is everything a data product? - Discovering Data E044 with Tim Gasper and Juan Sequeda #dataproducts #datamesh #business #data #podcast","https://www.facebook.com/434869981984822/videos/1224363248410949","6","6","0","6","6","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","6.17","E044"
"9/18/2022 5:47 pm","107611871369003_477857991019354","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/477857991019354","More effective data engineers #discoveringdata E043 with Salma Bakouk @SalmaBakouk  🎧 Listen https://bit.ly/3KNNsaW #dataobservability #dataquality #business #data #podcast","https://www.facebook.com/434869981984822/videos/413233914226990","4","4","0","4","4","0","","25%","1","1","1","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","0","0","0","1","1","0","","","","","","","","","","","","","","","","11.74","E042-E043 Salma Bakouk"
"9/17/2022 5:53 pm","107611871369003_476952874443199","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/476952874443199","High impact data teams #discoveringdata E042 with Salma Bakouk 🎧 Listen https://bit.ly/3cNR6Fo #dataobservability #dataquality #business #data #podcast @SalmaBakouk","https://www.facebook.com/434869981984822/videos/776242050323299","4","4","0","4","4","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","2.84","E042-E043 Salma Bakouk"
"9/13/2022 6:13 pm","107611871369003_473972828074537","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/473972828074537","3 Pillars of data observability #discoveringdata E042 with Salma Bakouk 🎧 Listen https://bit.ly/3cNR6Fo #dataobservability #dataquality #business #data #podcast","https://www.facebook.com/434869981984822/videos/5733964496667752","4","4","0","4","4","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","0","0","0","1","1","0","","","","","","","","","","","","","","","","14.1","E042-E043 Salma Bakouk, episode-042"
"9/9/2022 9:46 am","107611871369003_470398851765268","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/470398851765268","Why data observability #discoveringdata E042 with Salma Bakouk @SalmaBakouk  🎧 Listen https://bit.ly/3cNR6Fo #dataobservability #dataquality #business #data #podcast","https://www.facebook.com/434869981984822/videos/1308157146389829","2","2","0","2","2","0","","100%","2","1","1","","0","0","0","0","0","0","0","","","1","1","","0","","","","1","1","0","0","0","0","1","1","0","","","","","","","","","","","","","","","","7.88","E042-E043 Salma Bakouk, episode-042"
"9/8/2022 8:02 pm","107611871369003_469939605144526","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/469939605144526","Why we need better data #discoveringdata E042 with Salma Bakouk 🎧 Listen https://bit.ly/3cNR6Fo #dataobservability #dataquality #business #data #podcast","https://www.facebook.com/434869981984822/videos/596002308675784","3","3","0","3","3","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","1.34","E042-E043 Salma Bakouk, episode-042"
"9/8/2022 5:45 pm","107611871369003_469874575151029","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/469874575151029","Observability in data engineering #discoveringdata E042 with Salma Bakouk 🎧 Listen https://bit.ly/3cNR6Fo #dataobservability #dataquality #business #data #podcast","https://www.facebook.com/434869981984822/videos/5336529289747869","4","4","0","4","4","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","2.24","E042-E043 Salma Bakouk, episode-042"
"9/6/2022 7:09 pm","107611871369003_468461868625633","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/468461868625633","This is why stemming is bad #discoveringdata E040 with Jessica Talisman 🎧 Keep learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast","https://www.facebook.com/434869981984822/videos/821004295591238","3","3","0","3","3","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","1.8","E040 Jessica Talisman, episode-40"
"9/6/2022 6:51 pm","107611871369003_468453425293144","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/468453425293144","This is why stemming is bad #discoveringdata E040 with Jessica Talisman 🎧 Keep learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast","https://www.facebook.com/434869981984822/videos/422216933314189","5","5","0","5","5","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","2.33","Book Proposal, book, book-experiments"
"9/6/2022 5:14 pm","107611871369003_468408065297680","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/468408065297680","Classification in data mesh #discoveringdata E040 with Jessica Talisman 🎧 Keep learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast","https://www.facebook.com/434869981984822/videos/410556727884723","5","5","0","5","5","0","","20%","1","1","1","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","2.2","Book Proposal, E040 Jessica Talisman, episode-40"
"9/5/2022 11:38 pm","EO26cT3xZlI","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=EO26cT3xZlI","Open source tools to CLASSIFY and CLEAN your data #discoveringdata E040 with Jessica Talisman 🎧 Keep learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","1","","","","","0","0","0","","E040 Jessica Talisman, episode-40"
"9/5/2022 6:52 pm","107611871369003_467742255364261","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/467742255364261","Open source tools to CLASSIFY and CLEAN your data #discoveringdata E040 with Jessica Talisman 🎧 Keep learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast","https://www.facebook.com/434869981984822/videos/826282325219299","4","4","0","4","4","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","0.98","E040 Jessica Talisman, episode-40"
"9/5/2022 4:54 pm","107611871369003_467691585369328","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/467691585369328","What are we talking about? #discoveringdata E040 with Jessica Talisman 🎧 Keep learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast","https://www.facebook.com/434869981984822/videos/623212219211509","2","2","0","2","2","0","","50%","1","0","0","","0","0","0","0","0","0","0","","","1","1","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","2.33","E040 Jessica Talisman, episode-40"
"9/4/2022 7:03 pm","107611871369003_466913408780479","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/466913408780479","How acronyms create SILOS #discoveringdata E040 with Jessica Talisman 🎧 Listen & Keep Learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast","https://www.facebook.com/434869981984822/videos/740423687049891","5","5","0","5","5","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","3.19","E040 Jessica Talisman, episode-40"
"9/3/2022 6:53 pm","1565986275554910208","Twitter","Tweet","Video","'@LorisMarini","Loris Marini","https://twitter.com/LorisMarini/status/1565986275554910208","Look after your CLASSIFICATIONS if you want to SCALE #discoveringdata E040 with Jessica Talisman 🎧 Keep learning 👉 https://t.co/M7gsfc9sv6 #taxonomy #ontology #business #data #podcast https://t.co/LLbirotfaO","https://bit.ly/3KgXW2t, https://twitter.com/LorisMarini/status/1565986275554910208/video/1","32","32","","","","","143","0%","0","0","0","","","","","","","0","0","","0","0","0","0","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","E040 Jessica Talisman, episode-40"
"9/2/2022 8:17 pm","107611871369003_465418185596668","Facebook","Post","Video","Discovering Data","Loris Marini","https://www.facebook.com/434869981984822/posts/465418185596668","Why CONTENT CREATORS should worry about taxonomies #discoveringdata E040 with Jessica Talisman 🎧 Keep learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast","https://www.facebook.com/434869981984822/videos/603274684767670","2","2","0","2","2","0","","0%","0","0","0","","0","0","0","0","0","0","0","","","0","0","","0","","","","1","1","0","0","0","0","1","1","0","","","","","","","","","","","","","","","","20.83","E040 Jessica Talisman, episode-40"
"9/2/2022 10:18 am","jVq-up16HDw","YouTube","Post","Video","Data Foundations","Loris Marini","https://www.youtube.com/watch?v=jVq-up16HDw","Taxonomy governance #discoveringdata E040 with Jessica Talisman 🎧 Keep learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast",,"","","","","","","","","0","0","0","0","","","","","","0","0","","","0","","","","0","0","0","1","","","","","","","","","","","","","","","","0","","","","","0","0","0","","E040 Jessica Talisman, episode-40"
"9/2/2022 9:47 am","6971252171052912640","LinkedIn","Post","Video","Discovering Data","Loris Marini","https://linkedin.com/feed/update/urn:li:ugcPost:6971252171052912640","Taxonomy governance #discoveringdata E040 with Jessica Talisman 🎧 Keep learning 👉 https://bit.ly/3KgXW2t #taxonomy #ontology #business #data #podcast",,"15","15","","","","","","0%","0","0","0","","","","","","","0","0","","0","","0","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","E040 Jessica Talisman, episode-40"
